Season,Date,HomeTeam,AwayTeam,B365H,B365D,B365A,Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsConceded,GoalsDiff,HTGoalsScored,HTGoalsConceded,HTGoalsDiff,Points,WinPercent,WinStreak,UnbPercent,UnbStreak,Def,Mid,Att,Ovr,LastSeasonRank,PromotedMatchup,WinnerOdd,Venue,Result
2022-2023,2023-05-13,southampton,fulham,2.75,3.3,2.5,T Bramall,Sat,0,0,2.0,0.7999999999999998,1.6000000000000005,-1.799999999999999,1.5999999999999999,0.0,-0.20000000000000018,1.0,-6.0,0.0,0.0,0.0,-1.0,-40.0,-1.0,-20.0,-1.0,2,-4,-1,-1.0,-6,-1,0.25,St Mary's Stadium,L
2022-2023,2023-05-28,united,fulham,1.5,4.33,6.0,R Jones,Sun,0,-5,10.0,2.6000000000000005,1.6000000000000005,-0.8000000000000007,1.2,0.0,-0.6000000000000001,-1.0,2.0,-0.19999999999999996,-0.6000000000000001,2.0,0.40000000000000013,20.0,3.0,0.0,0.0,7,7,5,6.329999999999998,-15,-1,-4.5,Old Trafford,W
2022-2023,2022-10-01,arsenal,tottenham,2.05,3.75,3.3,A Taylor,Sat,0,0,1.1999999999999993,-0.6000000000000005,0.40000000000000036,-1.0,-0.3999999999999999,0.0,-0.19999999999999973,0.19999999999999996,-2.0,0.0,-0.2,1.0,-0.20000000000000018,0.0,-1.0,-20.0,-6.0,0,-1,-1,-0.6599999999999966,1,0,-1.25,Emirates Stadium,W
2022-2023,2022-10-08,brighton,tottenham,2.8,3.4,2.5,T Harrington,Sat,-1,3,-3.4000000000000004,-1.5999999999999996,0.20000000000000018,-0.5999999999999996,-1.2000000000000002,-0.2,0.0,0.0,0.0,-0.19999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,-2,-6,-8,-5.329999999999998,5,0,0.2999999999999998,Falmer Stadium,L
2022-2023,2022-10-19,united,tottenham,2.45,3.5,2.75,S Hooper,Wed,-1,-1,-3.4000000000000004,-2.3999999999999995,-2.6000000000000005,1.799999999999999,1.0,-0.2,-0.5999999999999999,0.40000000000000013,-5.0,-0.19999999999999996,0.4,-3.0,-0.3999999999999999,-20.0,-2.0,0.0,0.0,1,1,-3,-0.3299999999999983,2,0,-0.2999999999999998,Old Trafford,W
2022-2023,2022-10-29,bournemouth,tottenham,5.0,3.8,1.7,A Taylor,Sat,0,2,-3.0,-0.6000000000000001,1.4000000000000004,-1.1999999999999993,-0.6000000000000001,-0.2,-0.19999999999999996,-0.19999999999999996,0.0,0.0,0.20000000000000007,-1.0,-0.19999999999999996,-20.0,0.0,20.0,0.0,-6,-7,-11,-8.0,18,1,3.3,Dean Court,L
2022-2023,2022-12-26,brentford,tottenham,4.0,3.6,1.91,D Coote,Mon,0,0,-5.800000000000001,-1.2000000000000002,-4.4,0.7999999999999989,0.0,0.0,-0.8,-0.6000000000000001,-1.0,0.2,-0.3999999999999999,3.0,0.0,-20.0,0.0,40.0,2.0,-4,-7,-9,-6.659999999999997,9,0,2.09,Brentford Community Stadium,D
2022-2023,2023-01-04,palace,tottenham,3.4,3.5,2.15,M Oliver,Wed,-1,1,-3.799999999999999,-3.0,-3.3999999999999995,1.5999999999999996,0.19999999999999996,0.4,-1.0,-1.2000000000000002,1.0,0.6000000000000001,-0.7999999999999999,7.0,0.40000000000000013,20.0,1.0,0.0,1.0,-3,-5,-9,-5.659999999999997,8,0,1.25,Selhurst Park,L
2022-2023,2023-01-19,city,tottenham,1.36,5.0,8.5,S Hooper,Thu,-1,1,4.200000000000001,-1.7999999999999998,-0.20000000000000018,-1.4000000000000004,-0.7999999999999998,0.0,-0.6000000000000001,-0.6000000000000001,0.0,0.39999999999999997,-0.8,6.0,0.0,0.0,0.0,0.0,0.0,7,5,1,4.340000000000003,-3,0,-7.14,Etihad Stadium,W
2022-2023,2023-01-23,fulham,tottenham,3.3,3.6,2.1,P Tierney,Mon,0,4,-1.4000000000000004,-1.6,0.7999999999999998,-0.5999999999999996,0.0,0.0,0.0,-1.4,7.0,0.4,-0.6,5.0,1.5999999999999999,60.0,0.0,40.0,0.0,-5,-6,-6,-5.659999999999997,17,1,1.1999999999999997,Craven Cottage,L
2022-2023,2023-02-11,leicester,tottenham,3.4,3.6,2.1,M Salisbury,Sat,-1,1,-3.200000000000001,-1.2000000000000002,0.20000000000000018,-1.8000000000000007,-1.2000000000000002,-0.2,-0.20000000000000018,0.6000000000000001,-4.0,0.19999999999999996,0.7999999999999999,-3.0,-1.0,-40.0,-1.0,-20.0,0.0,-1,-2,-5,-2.6599999999999966,4,0,1.2999999999999998,King Power Stadium,W
2022-2023,2023-03-04,wolves,tottenham,3.3,3.4,2.2,T Robinson,Sat,0,0,-1.4000000000000004,-0.7999999999999998,-0.7999999999999998,0.3999999999999986,-0.40000000000000013,0.0,-0.19999999999999996,0.19999999999999996,-2.0,0.0,-0.39999999999999997,2.0,-1.0,-40.0,-2.0,-20.0,-2.0,-5,-1,-6,-4.0,6,0,1.0999999999999996,Molineux Stadium,W
2022-2023,2023-03-18,southampton,tottenham,4.75,3.6,1.75,S Hooper,Sat,0,-4,-4.0,-1.8000000000000003,-0.9999999999999996,1.200000000000001,1.0,0.0,-1.2000000000000002,-0.6,-3.0,-0.19999999999999996,-0.39999999999999997,1.0,-0.40000000000000013,-20.0,-1.0,0.0,-1.0,-3,-9,-8,-6.659999999999997,11,0,3.0,St Mary's Stadium,D
2022-2023,2023-04-03,everton,tottenham,3.4,3.3,2.2,D Coote,Mon,0,0,-3.8000000000000007,-0.5999999999999996,-1.0,-0.1999999999999993,0.8,0.0,-1.0,1.0,-10.0,0.0,0.6,-3.0,-1.0,-40.0,0.0,-20.0,1.0,-3,-4,-6,-4.329999999999998,12,0,1.1999999999999997,Goodison Park,D
2022-2023,2023-04-23,newcastle,tottenham,1.83,3.75,4.2,D Coote,Sun,-1,0,-0.5999999999999996,0.20000000000000018,1.6000000000000005,0.20000000000000107,-1.6,-0.2,0.0,-0.6000000000000001,3.0,-0.4,0.4,-4.0,0.7999999999999998,40.0,0.0,0.0,0.0,0,-3,-5,-2.6599999999999966,7,0,-2.37,St. James Park,W
2022-2023,2023-04-30,liverpool,tottenham,1.53,4.5,5.75,P Tierney,Sun,-1,1,1.8000000000000007,0.8000000000000007,0.8000000000000007,-0.1999999999999993,-0.40000000000000013,-0.2,1.0,-1.4000000000000001,12.0,0.4,-1.2000000000000002,8.0,1.2000000000000002,40.0,3.0,40.0,4.0,5,1,0,2.0,-2,0,-4.22,Anfield,W
2022-2023,2023-05-13,aston-villa,tottenham,2.25,3.6,2.9,P Bankes,Sat,0,0,-0.7999999999999989,-2.5999999999999996,0.39999999999999947,-1.4000000000000004,-0.19999999999999996,0.0,-0.8,-2.4,8.0,-0.19999999999999996,-1.8000000000000003,8.0,0.5999999999999999,20.0,-1.0,20.0,-1.0,0,-2,-6,-2.6599999999999966,10,0,-0.6499999999999999,Villa Park,W
2022-2023,2023-05-28,leeds,tottenham,2.75,3.8,2.3,A Taylor,Sun,0,-1,-2.0,-1.8000000000000003,-2.0000000000000004,3.3999999999999986,0.6000000000000001,0.2,-0.40000000000000013,0.19999999999999973,-3.0,0.20000000000000007,0.0,1.0,-0.4,-20.0,0.0,0.0,0.0,-4,-5,-7,-5.329999999999998,13,0,0.4500000000000002,Elland Road,L
2022-2023,2022-10-02,city,united,1.33,5.75,7.5,M Oliver,Sun,1,0,5.6,2.5999999999999996,3.2,-4.6,-2.4000000000000004,0.0,2.0,0.0,10.0,0.6,0.0,3.0,-0.19999999999999973,-20.0,-3.0,20.0,3.0,6,4,4,4.670000000000002,-5,0,-6.17,Etihad Stadium,W
2022-2023,2022-10-09,everton,united,3.6,3.5,2.05,D Coote,Sun,1,5,0.0,-1.4000000000000004,2.0,-4.0,-0.6000000000000001,0.0,-1.0,-1.0,0.0,-0.19999999999999996,-0.8,3.0,-0.5999999999999999,-40.0,2.0,20.0,6.0,-3,-5,-1,-3.0,10,0,1.5500000000000003,Goodison Park,L
2022-2023,2022-10-22,chelsea,united,2.05,3.5,3.5,S Attwell,Sat,0,0,-2.8000000000000007,-1.5999999999999996,0.0,-2.0,0.19999999999999973,0.0,-0.19999999999999996,-1.2000000000000002,5.0,0.0,-0.8,4.0,0.6000000000000001,20.0,-1.0,20.0,2.0,3,4,2,3.0,-3,0,-1.4500000000000002,Stamford Bridge,D
2022-2023,2022-11-06,aston-villa,united,3.3,3.8,2.1,A Taylor,Sun,1,5,-4.0,0.20000000000000018,0.0,2.4000000000000004,-0.6000000000000001,0.2,-0.19999999999999996,1.6,-9.0,0.20000000000000007,0.6000000000000001,-2.0,-1.4000000000000001,-40.0,-1.0,-60.0,-5.0,0,-4,-2,-2.0,8,0,1.1999999999999997,Villa Park,W
2022-2023,2022-11-13,fulham,united,3.8,3.8,1.9,P Tierney,Sun,1,5,-0.8000000000000007,0.20000000000000018,1.3999999999999995,-1.0,-0.5999999999999999,0.0,0.8,0.3999999999999999,2.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-6,-7,-3,-5.329999999999998,15,1,1.9,Craven Cottage,L
2022-2023,2022-12-31,wolves,united,4.0,3.6,1.91,R Jones,Sat,1,1,-1.4000000000000004,-1.7999999999999998,0.20000000000000018,2.4000000000000004,0.8000000000000003,0.4,-0.6000000000000001,1.2000000000000002,-9.0,-0.4,0.6,-5.0,-1.2,-40.0,-1.0,-40.0,-1.0,-3,-3,-2,-2.6700000000000017,4,0,2.09,Molineux Stadium,L
2022-2023,2023-01-18,palace,united,4.5,3.6,1.8,R Jones,Wed,0,-1,-3.4000000000000004,-3.5999999999999996,1.2000000000000002,0.40000000000000036,0.20000000000000018,0.4,-1.8000000000000003,1.4,-16.0,-0.4,0.2,-3.0,-2.4,-80.0,-5.0,-80.0,-5.0,-4,-6,-6,-5.329999999999998,6,0,2.7,Selhurst Park,D
2022-2023,2023-01-22,arsenal,united,1.8,3.8,4.2,A Taylor,Sun,-1,3,0.1999999999999993,-0.5999999999999996,-0.20000000000000018,-1.4000000000000004,0.0,0.0,0.20000000000000018,0.19999999999999996,0.0,0.0,0.2,-1.0,0.0,0.0,1.0,0.0,6.0,-1,-2,2,-0.3299999999999983,-1,0,-2.4000000000000004,Emirates Stadium,W
2022-2023,2023-02-12,leeds,united,3.75,3.8,1.91,P Tierney,Sun,-1,0,-2.0,-0.5999999999999996,1.7999999999999998,0.8000000000000007,0.5999999999999999,-0.2,-0.8,-0.20000000000000018,-3.0,-0.19999999999999996,0.19999999999999996,-2.0,-1.0,-40.0,0.0,-20.0,-1.0,-4,-6,-3,-4.329999999999998,11,0,1.84,Elland Road,L
2022-2023,2023-03-05,liverpool,united,2.38,3.6,2.88,A Madley,Sun,0,0,-0.7999999999999989,-0.39999999999999947,0.20000000000000018,0.5999999999999996,1.0,-0.2,-1.0000000000000002,-0.6,-2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3,-1,2,1.3299999999999983,-4,0,-0.5,Anfield,W
2022-2023,2023-04-02,newcastle,united,2.4,3.4,2.9,S Attwell,Sun,0,0,-2.200000000000001,-0.5999999999999996,1.5999999999999996,-1.8000000000000007,0.6000000000000001,0.2,-0.3999999999999999,-0.40000000000000013,0.0,0.39999999999999997,0.6,-1.0,-0.20000000000000018,0.0,2.0,-20.0,1.0,-2,-5,-3,-3.3299999999999983,5,0,-0.5,St. James Park,W
2022-2023,2023-04-16,nottingham,united,5.5,4.0,1.62,S Hooper,Sun,1,5,-4.199999999999999,-0.9999999999999996,-1.4000000000000004,3.6000000000000014,1.7999999999999998,0.0,0.20000000000000007,0.19999999999999996,0.0,0.19999999999999996,0.8,-3.0,-1.2,-40.0,-2.0,-40.0,-2.0,-4,-7,-7,-6.0,17,1,3.88,City Ground,L
2022-2023,2023-04-27,tottenham,united,2.8,3.6,2.4,A Taylor,Thu,2,0,-3.1999999999999993,-1.6000000000000005,-4.4,1.4000000000000004,0.8000000000000003,0.2,0.8,2.4,-8.0,0.0,1.4,-7.0,-1.0,-40.0,-3.0,-20.0,-3.0,-2,-2,2,-0.6700000000000017,-2,0,0.3999999999999999,Tottenham Hotspur Stadium,D
2022-2023,2023-05-04,brighton,united,1.95,3.5,3.75,A Marriner,Thu,-1,1,-0.3999999999999986,-0.20000000000000018,-2.2,0.5999999999999996,-0.8,0.0,0.7999999999999998,0.7999999999999999,0.0,0.40000000000000013,0.6,-1.0,-0.8,-20.0,0.0,-40.0,-4.0,-4,-7,-7,-6.0,3,0,-1.8,Falmer Stadium,W
2022-2023,2023-05-07,west-ham,united,3.4,3.75,2.05,P Bankes,Sun,1,1,-8.600000000000001,-3.3999999999999995,-2.2,-1.1999999999999993,-0.8,0.0,0.6000000000000001,1.6,-5.0,0.3999999999999999,1.2,-4.0,-1.2,-40.0,0.0,-40.0,0.0,-3,-3,-3,-3.0,1,0,1.35,London Stadium,W
2022-2023,2023-05-20,bournemouth,united,6.0,4.75,1.5,C Kavanagh,Sat,1,0,-6.600000000000001,-2.8000000000000003,-1.8000000000000007,-0.8000000000000007,-1.0,0.0,0.19999999999999996,1.2,-5.0,-0.20000000000000007,1.0,-6.0,-0.19999999999999996,0.0,-1.0,-20.0,-1.0,-8,-10,-10,-9.329999999999998,16,1,4.5,Dean Court,L
2022-2023,2022-10-01,fulham,newcastle,3.0,3.4,2.37,D England,Sat,0,0,-3.5999999999999996,-0.40000000000000036,-3.0,-2.8000000000000007,1.0,0.0,0.8,0.40000000000000013,2.0,-0.19999999999999996,0.19999999999999996,-2.0,1.0,60.0,1.0,-20.0,-1.0,-5,-1,0,-2.0,10,1,0.6299999999999999,Craven Cottage,L
2022-2023,2022-10-16,united,newcastle,1.95,3.8,3.5,C Pawson,Sun,-1,-5,-5.800000000000001,-1.0,-5.0,0.20000000000000107,1.4000000000000001,0.0,-0.20000000000000018,0.6000000000000001,-4.0,-0.3999999999999999,1.0,-7.0,0.7999999999999998,40.0,-1.0,0.0,-3.0,1,6,3,3.3299999999999983,-5,0,-1.55,Old Trafford,D
2022-2023,2022-10-23,tottenham,newcastle,2.05,3.5,3.5,J Gillett,Sun,0,0,-3.8000000000000007,-0.5999999999999996,-3.4000000000000004,-0.40000000000000036,0.0,0.2,-0.20000000000000018,0.7999999999999999,-5.0,-0.3999999999999999,0.6,-5.0,-0.40000000000000013,0.0,-1.0,-40.0,-6.0,0,5,6,3.6599999999999966,-7,0,-1.4500000000000002,Tottenham Hotspur Stadium,L
2022-2023,2022-11-06,southampton,newcastle,4.0,3.6,1.9,S Attwell,Sun,0,0,-5.200000000000001,-1.1999999999999997,-2.0,0.0,0.8,0.0,-1.7999999999999998,0.9999999999999999,-14.0,-0.7999999999999999,0.8,-8.0,-1.6,-60.0,-3.0,-40.0,-8.0,-4,0,-3,-2.3400000000000034,4,0,2.1,St Mary's Stadium,L
2022-2023,2022-12-26,leicester,newcastle,3.25,3.5,2.2,J Gillett,Mon,0,0,-3.0,0.20000000000000018,-2.6,-0.8000000000000007,-0.8,0.0,-0.3999999999999999,-0.2,-1.0,0.19999999999999996,0.0,1.0,-0.6000000000000001,-20.0,-3.0,-20.0,-8.0,-1,3,1,1.0,-3,0,1.0499999999999998,King Power Stadium,L
2022-2023,2023-01-03,arsenal,newcastle,1.8,3.8,4.33,A Madley,Tue,-1,0,3.3999999999999986,0.7999999999999998,1.2000000000000002,-0.40000000000000036,0.0,0.0,0.6000000000000001,0.39999999999999997,1.0,-0.4,0.2,-3.0,0.3999999999999999,20.0,5.0,0.0,-2.0,0,4,5,3.0,-6,0,-2.5300000000000002,Emirates Stadium,D
2022-2023,2023-01-21,palace,newcastle,4.4,3.5,1.85,C Pawson,Sat,0,-3,-1.5999999999999996,0.20000000000000018,-1.2000000000000002,1.0,-0.6000000000000001,0.4,-0.4,1.8,-11.0,-0.19999999999999996,0.4,-3.0,-1.4000000000000001,-40.0,-1.0,-60.0,-13.0,-3,0,-3,-2.0,1,0,2.5500000000000003,Selhurst Park,D
2022-2023,2023-02-11,bournemouth,newcastle,6.5,4.0,1.53,S Attwell,Sat,0,0,-4.0,-1.2000000000000002,-5.199999999999999,-0.5999999999999996,-0.3999999999999999,0.0,-0.2,1.6,-9.0,0.0,0.6000000000000001,-3.0,-1.2,-20.0,0.0,-80.0,-16.0,-6,-2,-5,-4.340000000000003,11,1,4.97,Dean Court,D
2022-2023,2023-03-04,city,newcastle,1.45,4.5,7.0,S Hooper,Sat,2,-2,2.799999999999999,1.2000000000000002,-1.5999999999999996,4.0,0.0,-0.2,1.6,0.19999999999999996,7.0,1.2000000000000002,-0.4,8.0,0.8,40.0,1.0,0.0,4.0,5,9,6,6.659999999999997,-10,0,-5.55,Etihad Stadium,W
2022-2023,2023-03-17,nottingham,newcastle,5.5,3.8,1.62,P Tierney,Fri,1,1,-4.0,-1.7999999999999998,-2.0,0.0,-1.0000000000000002,-0.2,0.0,1.0,-5.0,-0.39999999999999997,0.19999999999999996,-3.0,-0.6,-20.0,-1.0,-20.0,-1.0,-2,-2,-4,-2.6700000000000017,12,1,3.88,City Ground,L
2022-2023,2023-04-05,west-ham,newcastle,3.6,3.25,2.15,C Pawson,Wed,0,0,-3.8000000000000007,-1.5999999999999996,1.2000000000000002,0.0,-0.3999999999999999,-0.2,0.0,0.19999999999999996,-1.0,0.0,-0.4,2.0,-0.40000000000000013,-20.0,-2.0,0.0,-1.0,-1,2,0,0.3299999999999983,-4,0,1.4500000000000002,London Stadium,L
2022-2023,2023-04-08,brentford,newcastle,3.6,3.4,2.05,C Kavanagh,Sat,1,0,-5.799999999999999,-2.1999999999999997,-2.3999999999999995,0.40000000000000036,0.0,0.2,-1.0000000000000002,0.19999999999999996,-6.0,0.0,0.20000000000000007,-1.0,-1.4,-60.0,-4.0,-20.0,-4.0,-5,-3,-3,-3.6700000000000017,2,0,1.5500000000000003,Brentford Community Stadium,L
2022-2023,2023-04-15,aston-villa,newcastle,3.6,3.4,2.05,J Brooks,Sat,1,0,-4.199999999999999,-1.4000000000000004,-2.5999999999999996,-0.8000000000000007,0.7999999999999999,0.0,-0.6000000000000001,-0.4,-1.0,0.0,-0.19999999999999996,1.0,-0.3999999999999999,-20.0,-1.0,0.0,2.0,0,1,-1,0.0,3,0,1.5500000000000003,Villa Park,W
2022-2023,2023-04-27,everton,newcastle,4.75,3.6,1.73,A Marriner,Thu,1,1,-2.5999999999999996,-1.1999999999999993,-3.0,-0.40000000000000036,0.7999999999999999,0.4,-2.2,0.40000000000000013,-13.0,-1.2,-0.19999999999999996,-5.0,-1.7999999999999998,-80.0,-1.0,-20.0,0.0,-3,-1,-1,-1.6700000000000017,5,0,3.02,Goodison Park,L
2022-2023,2023-05-13,leeds,newcastle,4.33,4.2,1.7,S Hooper,Sat,1,1,-5.399999999999999,-2.3999999999999995,-5.0,2.8000000000000007,1.2000000000000002,0.0,-1.6,1.4,-15.0,-0.7999999999999999,0.6,-7.0,-1.6,-60.0,0.0,-40.0,0.0,-4,-2,-2,-2.6700000000000017,6,0,2.63,Elland Road,D
2022-2023,2023-05-28,chelsea,newcastle,2.9,3.5,2.38,J Gillett,Sun,0,-3,-7.599999999999998,-0.39999999999999947,-5.4,-2.799999999999999,0.40000000000000013,0.0,-0.40000000000000013,1.0000000000000002,-7.0,-0.39999999999999997,1.0,-7.0,-0.8,-20.0,0.0,-40.0,-3.0,4,1,4,3.0,-8,0,0.52,Stamford Bridge,D
2022-2023,2022-10-01,liverpool,brighton,1.33,5.25,8.5,A Madley,Sat,0,0,7.799999999999999,1.4000000000000004,2.6000000000000005,-0.40000000000000036,-0.19999999999999996,0.2,0.8,0.0,4.0,0.4,0.19999999999999996,1.0,-0.3999999999999999,-20.0,-1.0,0.0,2.0,8,9,8,8.329999999999998,-7,0,-7.17,Anfield,D
2022-2023,2022-10-14,brentford,brighton,3.1,3.4,2.3,M Salisbury,Fri,1,0,-3.1999999999999993,-1.7999999999999998,-0.40000000000000036,-0.8000000000000007,0.19999999999999996,0.0,-0.6000000000000001,0.6000000000000001,-6.0,-0.4,0.19999999999999996,-3.0,-0.3999999999999999,-20.0,0.0,0.0,0.0,-2,-1,-1,-1.3299999999999983,4,0,0.8000000000000003,Brentford Community Stadium,W
2022-2023,2022-10-22,city,brighton,1.2,7.0,13.0,C Pawson,Sat,0,2,1.0,0.0,-1.3999999999999995,-4.8,-0.9999999999999999,0.0,1.1999999999999997,-0.6000000000000001,9.0,0.8,-1.0,9.0,1.0,40.0,0.0,20.0,-1.0,9,11,9,9.670000000000002,-8,0,-11.8,Etihad Stadium,W
2022-2023,2022-11-05,wolves,brighton,3.3,3.3,2.25,G Scott,Sat,1,0,-3.799999999999999,-2.4,-2.6000000000000005,1.5999999999999996,-0.19999999999999996,0.2,-0.4,0.6000000000000001,-5.0,-0.39999999999999997,-0.20000000000000007,-1.0,0.0,0.0,-1.0,0.0,0.0,0,4,3,2.3299999999999983,1,0,1.0499999999999998,Molineux Stadium,L
2022-2023,2022-12-26,southampton,brighton,3.3,3.5,2.15,R Jones,Mon,1,1,-2.8000000000000007,-1.5999999999999996,-3.2,-2.4000000000000004,0.40000000000000013,0.0,-1.0,0.19999999999999996,-6.0,-0.7999999999999999,0.19999999999999996,-5.0,-0.5999999999999999,-20.0,0.0,-20.0,0.0,-2,1,-1,-0.6700000000000017,6,0,1.15,St Mary's Stadium,L
2022-2023,2023-01-03,everton,brighton,3.5,3.5,2.1,A Marriner,Tue,1,0,-2.1999999999999993,-2.3999999999999995,-3.4000000000000004,-2.0,-0.40000000000000013,0.0,-2.2,-0.3999999999999999,-9.0,-1.4000000000000001,0.0,-7.0,-1.4,-60.0,0.0,-20.0,1.0,0,2,4,2.0,7,0,1.4,Goodison Park,L
2022-2023,2023-01-21,leicester,brighton,3.6,3.5,2.05,T Bramall,Sat,1,0,-2.5999999999999996,-2.1999999999999997,-1.2000000000000002,1.3999999999999986,-0.6000000000000001,0.0,-2.0,0.0,-10.0,-0.4,0.6,-5.0,-1.2000000000000002,-40.0,-2.0,-40.0,-2.0,1,4,3,2.6700000000000017,-1,0,1.5500000000000003,King Power Stadium,D
2022-2023,2023-02-11,palace,brighton,3.8,3.5,2.0,M Oliver,Sat,1,0,-4.4,-2.8000000000000003,-0.20000000000000018,2.200000000000001,0.8,0.0,-2.0,0.20000000000000018,-11.0,-0.4,-0.19999999999999996,-1.0,-1.6,-60.0,-1.0,-40.0,-4.0,-1,1,-1,-0.3299999999999983,3,0,1.7999999999999998,Selhurst Park,D
2022-2023,2023-03-11,leeds,brighton,3.75,3.6,1.95,P Tierney,Sat,2,0,-6.799999999999999,-3.8,-0.7999999999999998,-0.5999999999999996,1.0,0.0,-1.0,0.3999999999999999,-7.0,-0.2,-0.2,0.0,-0.8,-20.0,-1.0,-40.0,-1.0,-2,0,2,0.0,8,0,1.8,Elland Road,D
2022-2023,2023-04-04,bournemouth,brighton,6.0,4.2,1.53,D Bond,Tue,2,0,-11.0,-3.9999999999999996,-4.199999999999999,-0.5999999999999996,1.4000000000000001,0.0,-0.8,1.0000000000000002,-9.0,-0.6,0.4,-5.0,-0.40000000000000013,0.0,1.0,-40.0,-3.0,-4,-3,-3,-3.3299999999999983,13,1,4.47,Dean Court,L
2022-2023,2023-04-08,tottenham,brighton,2.55,3.5,2.7,S Attwell,Sat,2,1,-5.0,-3.2,-2.8,2.799999999999999,1.0,0.2,-0.5999999999999999,0.19999999999999996,-4.0,-0.6,-0.6,0.0,-0.6000000000000001,-20.0,-1.0,-20.0,-2.0,2,5,9,5.329999999999998,-5,0,-0.15000000000000036,Tottenham Hotspur Stadium,W
2022-2023,2023-04-15,chelsea,brighton,2.63,3.4,2.63,R Jones,Sat,2,-4,-1.3999999999999986,-1.4000000000000004,0.6000000000000005,-1.799999999999999,1.4000000000000001,0.0,-0.8,-0.19999999999999996,-3.0,-0.7999999999999999,-0.20000000000000007,-3.0,-0.6000000000000001,-20.0,0.0,-20.0,0.0,6,3,8,5.670000000000002,-6,0,0.0,Stamford Bridge,L
2022-2023,2023-04-26,nottingham,brighton,6.0,4.2,1.53,J Gillett,Wed,3,1,-10.000000000000002,-5.0,-2.4000000000000004,1.0,1.4,0.0,-1.0,0.8,-9.0,-0.7999999999999999,-0.20000000000000007,-3.0,-1.8,-60.0,-1.0,-60.0,-1.0,0,0,0,0.0,14,1,4.47,City Ground,W
2022-2023,2023-05-14,arsenal,brighton,1.73,4.2,4.2,A Madley,Sun,2,1,-8.0,-1.4000000000000004,-3.4000000000000004,-0.20000000000000107,-0.6000000000000001,0.0,0.0,0.19999999999999996,-1.0,0.19999999999999996,0.0,1.0,-0.19999999999999996,-20.0,2.0,20.0,2.0,3,7,6,5.329999999999998,-4,0,-2.47,Emirates Stadium,L
2022-2023,2023-05-18,newcastle,brighton,2.0,3.8,3.5,R Jones,Thu,1,1,-0.8000000000000007,-0.20000000000000018,3.000000000000001,-2.0,-0.40000000000000013,0.0,0.6000000000000001,-0.20000000000000018,4.0,0.3999999999999999,-0.20000000000000007,3.0,0.19999999999999996,0.0,-1.0,20.0,0.0,2,2,4,2.6700000000000017,2,0,-1.5,St. James Park,W
