Season,Date,HomeTeam,AwayTeam,B365H,B365D,B365A,Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsConceded,GoalsDiff,HTGoalsScored,HTGoalsConceded,HTGoalsDiff,Points,WinPercent,WinStreak,UnbPercent,UnbStreak,Def,Mid,Att,Ovr,LastSeasonRank,PromotedMatchup,WinnerOdd,Venue,Result
2022-2023,2023-05-20,wolves,everton,2.75,3.3,2.6,D Coote,Sat,0,1,-3.4000000000000004,-3.2,1.5999999999999996,2.0,0.7999999999999998,-0.2,-0.8,0.0,-4.0,-0.20000000000000007,0.19999999999999996,-2.0,0.19999999999999996,20.0,0.0,-20.0,0.0,-2,3,0,0.3299999999999983,-6,0,0.1499999999999999,Molineux Stadium,D
2022-2023,2022-09-03,chelsea,west-ham,1.55,4.5,5.5,A Madley,Sat,0,1,0.5999999999999996,0.7999999999999998,3.6,1.1999999999999993,0.6000000000000001,0.4,0.7999999999999999,0.40000000000000013,2.0,0.6,0.0,3.0,0.5999999999999999,20.0,0.0,20.0,-2.0,6,6,4,5.329999999999998,-4,0,-3.95,Stamford Bridge,W
2022-2023,2022-09-18,everton,west-ham,2.9,3.25,2.5,M Oliver,Sun,0,7,2.0,1.4,1.5999999999999996,-3.0,0.8000000000000003,0.0,0.20000000000000007,-0.19999999999999996,2.0,0.4,-0.39999999999999997,4.0,0.0,-20.0,0.0,40.0,4.0,0,-1,-2,-1.0,9,0,0.3999999999999999,Goodison Park,W
2022-2023,2022-10-16,southampton,west-ham,2.9,3.4,2.4,P Bankes,Sun,0,5,-2.8000000000000007,-1.7999999999999998,-0.5999999999999996,2.3999999999999986,0.0,0.0,-0.7999999999999999,0.8,-8.0,0.0,0.6,-3.0,-0.7999999999999999,-20.0,-2.0,-40.0,-2.0,-4,-4,-4,-4.0,8,0,0.5,St Mary's Stadium,D
2022-2023,2022-10-19,liverpool,west-ham,1.4,5.0,7.0,S Attwell,Wed,-1,0,0.3999999999999986,0.40000000000000036,0.5999999999999996,1.5999999999999996,0.20000000000000018,0.0,0.20000000000000018,0.3999999999999999,-1.0,0.0,0.6,-3.0,0.20000000000000018,0.0,1.0,20.0,-2.0,6,4,5,5.0,-5,0,-5.6,Anfield,W
2022-2023,2022-10-30,united,west-ham,1.66,4.0,4.8,C Kavanagh,Sun,-1,0,-1.6000000000000014,1.2000000000000002,-1.2000000000000002,3.0,1.5999999999999999,0.0,0.0,1.0,-5.0,-0.19999999999999996,0.4,-3.0,-0.3999999999999999,-20.0,-1.0,0.0,3.0,1,2,2,1.6700000000000017,-1,0,-3.1399999999999997,Old Trafford,W
2022-2023,2022-12-26,arsenal,west-ham,1.5,4.33,6.5,M Oliver,Mon,-1,0,1.799999999999999,0.5999999999999996,-0.20000000000000018,0.20000000000000107,0.0,0.0,1.4,-1.0,12.0,0.19999999999999996,-0.8,5.0,2.0,60.0,3.0,80.0,8.0,0,0,4,1.3400000000000034,-2,0,-5.0,Emirates Stadium,W
2022-2023,2023-01-04,leeds,west-ham,2.6,3.5,2.6,D Coote,Wed,-1,-1,-0.6000000000000014,-1.0000000000000004,-1.2000000000000002,0.1999999999999993,0.3999999999999999,0.2,1.6,0.20000000000000018,7.0,0.4,0.0,2.0,1.4,40.0,0.0,60.0,1.0,-3,-4,-1,-2.6599999999999966,10,0,0.0,Elland Road,D
2022-2023,2023-01-14,wolves,west-ham,2.63,3.3,2.7,S Hooper,Sat,0,-4,-4.0,-0.3999999999999999,0.8000000000000007,0.40000000000000036,1.4,0.2,0.19999999999999996,-0.6000000000000001,4.0,0.20000000000000007,-0.4,3.0,0.6000000000000001,20.0,0.0,20.0,0.0,-2,-1,0,-1.0,3,0,-0.07000000000000028,Molineux Stadium,W
2022-2023,2023-02-04,newcastle,west-ham,1.6,3.8,6.0,P Bankes,Sat,0,-1,0.40000000000000036,0.7999999999999998,4.6000000000000005,-2.4000000000000004,0.6000000000000001,0.0,-0.19999999999999996,-1.6,7.0,-0.20000000000000007,-0.6,2.0,1.0,20.0,-1.0,60.0,14.0,0,-4,-1,-1.6599999999999966,4,0,-4.4,St. James Park,D
2022-2023,2023-02-19,tottenham,west-ham,1.75,3.6,4.75,M Oliver,Sun,1,-3,-0.5999999999999996,1.4,1.7999999999999998,2.4000000000000004,1.4000000000000001,0.2,-0.19999999999999996,1.0,-6.0,0.0,0.4,-2.0,0.0,20.0,0.0,-40.0,-3.0,0,1,5,2.0,-3,0,-3.0,Tottenham Hotspur Stadium,W
2022-2023,2023-03-04,brighton,west-ham,1.8,3.6,4.5,S Attwell,Sat,-2,1,6.399999999999999,3.9999999999999996,1.2000000000000002,1.0,0.3999999999999999,0.0,-0.20000000000000018,0.0,-1.0,-0.6000000000000001,-0.2,-2.0,0.0,0.0,-1.0,0.0,-1.0,-1,-4,-4,-3.0,2,0,-2.7,Falmer Stadium,W
2022-2023,2023-04-08,fulham,west-ham,2.8,3.25,2.63,J Gillett,Sat,0,4,-2.200000000000001,-0.19999999999999973,-4.8,4.199999999999999,1.5999999999999999,0.0,-0.3999999999999999,-0.19999999999999996,-1.0,-0.19999999999999996,0.19999999999999996,-2.0,-0.5999999999999999,-20.0,0.0,-20.0,0.0,-4,-4,-2,-3.3299999999999983,14,1,0.16999999999999993,Craven Cottage,L
2022-2023,2023-04-23,bournemouth,west-ham,2.88,3.2,2.55,A Taylor,Sun,1,5,0.0,1.6,-2.8,1.799999999999999,1.2000000000000002,0.0,0.0,0.0,0.0,-0.6,-0.19999999999999996,-2.0,0.19999999999999996,20.0,2.0,-20.0,0.0,-5,-7,-7,-6.329999999999998,15,1,0.33000000000000007,Dean Court,L
2022-2023,2023-04-29,palace,west-ham,2.63,3.25,2.75,C Pawson,Sat,1,1,4.999999999999998,0.5999999999999996,1.7999999999999998,2.200000000000001,0.8,0.0,0.0,-1.0,5.0,-1.2,-0.6,-3.0,0.6000000000000001,20.0,0.0,20.0,0.0,-2,-4,-2,-2.6700000000000017,5,0,-0.1200000000000001,Selhurst Park,W
2022-2023,2023-05-03,city,west-ham,1.2,7.0,13.0,J Brooks,Wed,-1,-1,2.0,2.8,1.0,-0.8000000000000007,0.8,0.0,1.1999999999999997,-0.6000000000000001,9.0,0.19999999999999996,-0.7999999999999999,5.0,1.6,60.0,8.0,40.0,11.0,6,7,6,6.329999999999998,-6,0,-11.8,Etihad Stadium,W
2022-2023,2023-05-14,brentford,west-ham,2.0,3.5,3.6,M Oliver,Sun,0,5,-2.4000000000000004,-0.8000000000000003,0.0,1.200000000000001,0.8,0.0,-0.8,-0.8,0.0,-1.2,-0.20000000000000007,-5.0,0.19999999999999996,0.0,-1.0,20.0,-1.0,-4,-5,-3,-4.0,6,0,-1.6,Brentford Community Stadium,W
2022-2023,2023-05-28,leicester,west-ham,1.91,3.8,3.6,S Hooper,Sun,0,-1,0.1999999999999993,0.0,-1.4000000000000004,3.1999999999999993,1.4000000000000001,0.0,-0.19999999999999996,0.20000000000000018,-2.0,-0.4,0.19999999999999996,-3.0,-0.6,-40.0,-1.0,20.0,0.0,-2,0,3,0.3299999999999983,1,0,-1.6900000000000002,King Power Stadium,W
2022-2023,2022-09-03,nottingham,bournemouth,1.95,3.5,3.8,M Oliver,Sat,0,0,6.2,0.8,0.8000000000000003,-1.0,1.0,0.0,0.0,-1.0,5.0,0.0,-1.2,6.0,0.0,0.0,0.0,0.0,-1.0,-1,-2,-2,-1.6700000000000017,1,0,-1.8499999999999999,City Ground,L
2022-2023,2022-09-17,newcastle,bournemouth,1.44,4.4,7.5,C Pawson,Sat,0,0,7.6,2.4000000000000004,4.199999999999999,2.4000000000000004,0.5999999999999999,0.0,0.4,-2.4000000000000004,14.0,0.6,-2.0,13.0,0.0,-20.0,-1.0,40.0,-1.0,5,3,5,4.329999999999998,-11,-1,-6.0600000000000005,St. James Park,D
2022-2023,2022-10-15,fulham,bournemouth,1.85,3.75,4.0,G Scott,Sat,0,-1,1.0,0.6000000000000001,-0.7999999999999998,-2.200000000000001,1.6,0.2,0.40000000000000013,1.5999999999999999,-6.0,0.2,0.6,-2.0,-0.6000000000000001,0.0,-1.0,-60.0,-5.0,1,1,5,2.3400000000000034,-1,0,-2.15,Craven Cottage,D
2022-2023,2022-10-24,west-ham,bournemouth,1.55,4.0,6.0,D Coote,Mon,0,0,5.999999999999998,1.4,1.6000000000000005,-2.000000000000001,0.0,0.0,0.19999999999999996,-0.19999999999999996,2.0,0.0,0.0,0.0,0.19999999999999996,20.0,0.0,-20.0,0.0,6,6,6,6.0,-15,-1,-4.45,London Stadium,W
2022-2023,2022-11-05,leeds,bournemouth,1.72,3.8,4.75,T Harrington,Sat,-1,0,4.4,0.20000000000000018,0.7999999999999998,2.200000000000001,0.19999999999999996,0.0,-0.19999999999999996,0.0,-1.0,0.0,0.3999999999999999,-2.0,-0.20000000000000007,0.0,1.0,-20.0,1.0,3,2,5,3.3400000000000034,-5,-1,-3.0300000000000002,Elland Road,W
2022-2023,2022-12-27,chelsea,bournemouth,1.3,5.5,10.0,S Hooper,Tue,-1,3,-1.1999999999999993,-1.6,1.4000000000000004,0.20000000000000107,0.3999999999999999,0.0,-1.2000000000000002,-0.6000000000000001,-3.0,-1.0,0.0,-5.0,-0.19999999999999996,-20.0,-1.0,20.0,-1.0,10,12,10,10.670000000000002,-19,-1,-8.7,Stamford Bridge,W
2022-2023,2023-01-03,united,bournemouth,1.29,5.5,11.0,M Salisbury,Tue,-1,0,5.0,0.7999999999999998,1.8000000000000003,-0.20000000000000107,0.40000000000000013,0.0,0.0,-1.4000000000000001,7.0,0.0,-0.6,3.0,1.7999999999999998,60.0,3.0,60.0,3.0,7,8,8,7.670000000000002,-16,-1,-9.71,Old Trafford,W
2022-2023,2023-01-14,brentford,bournemouth,1.65,4.0,5.25,J Gillett,Sat,0,0,-0.5999999999999996,0.5999999999999996,-1.0,-3.3999999999999995,-0.6000000000000001,0.0,1.0000000000000002,-1.0000000000000002,10.0,0.5999999999999999,-0.7999999999999999,7.0,1.6,40.0,2.0,80.0,6.0,2,0,2,1.3400000000000034,-9,-1,-3.6,Brentford Community Stadium,W
2022-2023,2023-02-04,brighton,bournemouth,1.33,5.25,8.5,C Pawson,Sat,-1,-4,3.8000000000000007,2.8,0.39999999999999947,-1.799999999999999,-0.19999999999999996,0.0,2.5999999999999996,-0.3999999999999999,15.0,0.6000000000000001,-0.6,6.0,1.8,60.0,0.0,60.0,2.0,4,1,3,2.6700000000000017,-13,-1,-7.17,Falmer Stadium,W
2022-2023,2023-02-18,wolves,bournemouth,1.67,3.6,6.0,M Salisbury,Sat,0,0,1.4000000000000004,-0.19999999999999973,0.7999999999999998,2.8000000000000007,0.0,0.2,0.9999999999999999,-0.6000000000000001,8.0,0.19999999999999996,-0.19999999999999996,2.0,1.6,60.0,2.0,40.0,1.0,4,5,6,5.0,-12,-1,-4.33,Molineux Stadium,L
2022-2023,2023-03-04,arsenal,bournemouth,1.22,7.0,12.0,C Kavanagh,Sat,1,-4,4.199999999999999,1.2000000000000002,2.6,-1.4000000000000004,-1.0,0.0,1.4000000000000001,-0.19999999999999996,8.0,0.4,-0.20000000000000007,3.0,1.0,40.0,3.0,20.0,3.0,7,10,9,8.659999999999997,-17,-1,-10.78,Emirates Stadium,W
2022-2023,2023-03-18,aston-villa,bournemouth,1.7,3.8,5.0,R Jones,Sat,0,-1,0.8000000000000007,0.6000000000000001,-0.5999999999999996,3.200000000000001,-0.8000000000000003,0.0,0.19999999999999996,0.0,1.0,0.20000000000000007,0.19999999999999996,0.0,0.0,0.0,-1.0,0.0,2.0,6,6,6,6.0,-8,-1,-3.3,Villa Park,W
2022-2023,2023-04-08,leicester,bournemouth,1.83,3.75,4.2,D Coote,Sat,0,0,1.8000000000000007,-1.0,-0.7999999999999998,0.7999999999999989,0.20000000000000018,0.4,-0.19999999999999996,0.0,-1.0,0.0,0.4,-2.0,-1.0,-40.0,0.0,-20.0,0.0,3,7,10,6.659999999999997,-14,-1,-2.37,King Power Stadium,L
2022-2023,2023-04-15,tottenham,bournemouth,1.45,4.5,7.0,A Madley,Sat,0,0,2.0,-0.20000000000000018,-1.0,1.799999999999999,0.0,0.2,1.0,0.19999999999999996,4.0,0.4,-0.39999999999999997,4.0,-0.19999999999999996,-20.0,0.0,20.0,3.0,6,8,12,8.659999999999997,-18,-1,-5.55,Tottenham Hotspur Stadium,L
2022-2023,2023-04-27,southampton,bournemouth,2.25,3.4,3.2,D England,Thu,0,2,-3.4000000000000004,-1.3999999999999995,-0.5999999999999996,-1.0,0.6000000000000001,0.0,0.19999999999999996,0.8,-3.0,0.0,-0.3999999999999999,2.0,-1.4,-60.0,0.0,-20.0,1.0,3,-1,4,2.0,-7,-1,-0.9500000000000002,St Mary's Stadium,L
2022-2023,2023-05-13,palace,bournemouth,1.83,3.6,4.2,M Salisbury,Sat,0,0,-0.5999999999999996,-1.5999999999999996,2.1999999999999993,2.8000000000000007,0.7999999999999998,0.0,-0.6000000000000001,-0.8,1.0,-0.20000000000000007,-0.3999999999999999,1.0,-0.40000000000000013,-20.0,0.0,0.0,0.0,3,3,5,3.6599999999999966,-10,-1,-2.37,Selhurst Park,W
2022-2023,2023-05-28,everton,bournemouth,1.5,4.5,6.5,S Attwell,Sun,0,0,3.8000000000000007,1.6,1.9999999999999996,1.0,0.3999999999999999,0.0,0.6000000000000001,0.8000000000000003,-1.0,0.20000000000000007,0.3999999999999999,-1.0,-0.19999999999999996,-20.0,0.0,20.0,1.0,3,4,6,4.329999999999998,-6,-1,-5.0,Goodison Park,W
2022-2023,2022-10-03,leicester,nottingham,1.75,4.0,4.33,R Jones,Mon,0,0,-0.5999999999999996,1.1999999999999997,0.20000000000000018,-1.799999999999999,-1.0,0.0,0.19999999999999996,0.20000000000000018,0.0,0.20000000000000007,0.19999999999999996,0.0,-0.2,0.0,0.0,-20.0,0.0,5,6,3,4.670000000000002,-15,-1,-2.58,King Power Stadium,W
2022-2023,2022-10-15,wolves,nottingham,1.7,3.75,5.0,T Bramall,Sat,0,2,1.4000000000000004,0.0,1.7999999999999998,-2.5999999999999996,-0.5999999999999999,0.2,-0.8,-1.7999999999999998,5.0,-0.6000000000000001,-0.5999999999999999,0.0,0.6000000000000001,20.0,0.0,20.0,-1.0,4,6,3,4.329999999999998,-13,-1,-3.3,Molineux Stadium,W
2022-2023,2022-10-18,brighton,nottingham,1.4,4.75,7.0,D England,Tue,-1,1,4.6,3.6000000000000005,2.8000000000000003,-1.5999999999999996,-1.6,0.0,0.8,-0.3999999999999999,6.0,0.0,0.19999999999999996,-1.0,0.6000000000000001,20.0,0.0,20.0,0.0,4,2,0,2.0,-14,-1,-5.6,Falmer Stadium,D
2022-2023,2022-10-30,arsenal,nottingham,1.2,7.0,12.0,S Hooper,Sun,-1,-5,5.6000000000000005,3.0,0.7999999999999998,-3.1999999999999993,-0.7999999999999998,0.0,1.8000000000000003,-0.3999999999999999,11.0,1.2,-0.4,8.0,1.6,60.0,-1.0,40.0,3.0,6,7,7,6.670000000000002,-18,-1,-10.8,Emirates Stadium,W
2022-2023,2022-12-27,united,nottingham,1.29,5.5,11.0,A Taylor,Tue,-1,0,7.4,2.6,2.8,-1.200000000000001,0.6000000000000001,0.0,0.5999999999999999,-0.3999999999999999,5.0,0.39999999999999997,0.0,2.0,0.3999999999999999,20.0,0.0,0.0,-1.0,7,9,5,7.0,-17,-1,-9.71,Old Trafford,W
2022-2023,2023-01-04,southampton,nottingham,2.0,3.5,3.8,T Bramall,Wed,0,1,2.5999999999999996,0.40000000000000036,0.3999999999999999,0.0,0.20000000000000018,0.0,0.0,0.3999999999999999,-2.0,0.0,0.6000000000000001,-3.0,-1.0,-20.0,0.0,-60.0,-1.0,2,3,-1,1.3299999999999983,-8,-1,-1.7999999999999998,St Mary's Stadium,L
2022-2023,2023-01-21,bournemouth,nottingham,2.75,3.1,2.75,A Madley,Sat,0,0,-2.0,1.0,1.0,-0.8000000000000007,0.6000000000000001,0.0,-0.4,1.0,-7.0,0.2,0.6,-2.0,-1.4,-40.0,-2.0,-60.0,-3.0,0,1,-3,-0.6700000000000017,-1,0,0.0,Dean Court,D
2022-2023,2023-02-11,fulham,nottingham,1.91,3.5,4.33,A Madley,Sat,1,-3,-4.0,-0.8000000000000003,1.2000000000000002,-1.3999999999999986,1.4,0.0,-0.6,0.19999999999999996,-4.0,0.0,-0.2,1.0,-0.8000000000000003,-20.0,-1.0,-40.0,-4.0,1,2,2,1.6700000000000017,-2,0,-2.42,Craven Cottage,W
2022-2023,2023-02-25,west-ham,nottingham,1.75,3.6,5.0,J Gillett,Sat,0,-1,-0.40000000000000036,-0.3999999999999999,1.6,-0.8000000000000007,-0.6000000000000001,0.0,-0.19999999999999996,0.19999999999999996,-2.0,0.6000000000000001,-0.19999999999999996,4.0,-0.6000000000000001,-20.0,0.0,-20.0,-1.0,1,4,4,3.0,-16,-1,-3.25,London Stadium,W
2022-2023,2023-03-11,tottenham,nottingham,1.44,4.75,7.0,C Pawson,Sat,1,-3,6.0,2.2,3.0,4.4,0.0,0.2,0.3999999999999999,-0.8,6.0,0.0,-0.20000000000000007,1.0,0.8,40.0,0.0,0.0,-1.0,2,5,9,5.329999999999998,-19,-1,-5.5600000000000005,Tottenham Hotspur Stadium,W
2022-2023,2023-04-04,leeds,nottingham,1.7,3.75,5.0,R Jones,Tue,0,0,1.1999999999999993,-0.6000000000000005,0.8000000000000007,-0.8000000000000007,-0.3999999999999999,0.0,0.6000000000000001,-0.5999999999999999,6.0,-0.19999999999999996,-0.6,2.0,0.9999999999999999,40.0,0.0,20.0,-1.0,-2,0,2,0.0,-6,-1,-3.3,Elland Road,W
2022-2023,2023-04-08,aston-villa,nottingham,1.6,4.2,5.25,A Taylor,Sat,0,0,1.1999999999999993,0.20000000000000018,-0.20000000000000018,-2.0,-2.0,0.0,0.6000000000000001,-1.6,11.0,0.19999999999999996,-0.9999999999999999,6.0,2.2,80.0,3.0,60.0,6.0,2,3,3,2.6700000000000017,-9,-1,-3.65,Villa Park,W
2022-2023,2023-04-22,liverpool,nottingham,1.17,7.5,17.0,M Oliver,Sat,-1,-1,2.5999999999999996,2.1999999999999997,-0.39999999999999947,-1.8000000000000007,-1.4,0.0,1.2000000000000002,-0.19999999999999996,7.0,0.20000000000000007,0.0,1.0,0.8,20.0,1.0,40.0,3.0,7,6,9,7.329999999999998,-21,-1,-15.83,Anfield,W
2022-2023,2023-04-29,brentford,nottingham,1.65,3.8,5.5,P Bankes,Sat,0,0,-1.4000000000000004,0.6000000000000001,0.0,-0.40000000000000036,-1.0,0.0,-0.3999999999999999,-0.8,2.0,0.0,-0.4,2.0,0.20000000000000007,0.0,0.0,20.0,1.0,-3,-1,1,-1.0,-10,-1,-3.85,Brentford Community Stadium,W
2022-2023,2023-05-13,chelsea,nottingham,1.5,4.5,6.0,P Tierney,Sat,-1,2,2.200000000000001,-0.19999999999999973,2.5999999999999996,-2.0,1.0,0.0,-1.0,-0.40000000000000013,-3.0,-0.6,0.7999999999999999,-7.0,-0.6,-20.0,0.0,-20.0,0.0,6,3,8,5.670000000000002,-20,-1,-4.5,Stamford Bridge,D
2022-2023,2023-05-28,palace,nottingham,1.67,4.0,5.0,J Bramall,Sun,0,0,4.4,1.2000000000000002,5.199999999999999,-1.5999999999999996,0.19999999999999996,0.0,-0.6000000000000001,0.0,-3.0,-0.3999999999999999,0.6,-5.0,-0.6000000000000001,-20.0,-1.0,-20.0,-1.0,-1,0,2,0.3299999999999983,-11,-1,-3.33,Selhurst Park,D
2022-2023,2022-09-03,newcastle,palace,2.0,3.5,3.75,M Salisbury,Sat,0,-1,3.1999999999999993,1.0,3.6000000000000005,-1.8000000000000007,0.0,0.0,0.0,-0.6000000000000001,3.0,-0.20000000000000007,0.0,-1.0,0.19999999999999996,0.0,0.0,20.0,-1.0,2,1,1,1.3299999999999983,-1,0,-1.75,St. James Park,D
2022-2023,2022-10-15,leicester,palace,2.3,3.4,3.1,A Madley,Sat,1,1,1.3999999999999986,0.40000000000000036,-1.7999999999999998,-0.40000000000000036,0.0,0.0,0.6000000000000001,1.1999999999999997,-3.0,0.8,0.6,1.0,-0.4,0.0,-1.0,-40.0,-1.0,2,3,4,3.0,-4,0,-0.8000000000000003,King Power Stadium,D
2022-2023,2022-10-22,everton,palace,2.6,3.2,2.87,S Hooper,Sat,1,-1,-5.199999999999999,-2.6000000000000005,-0.40000000000000036,-2.5999999999999996,1.0,0.0,-0.19999999999999996,0.3999999999999999,-3.0,-0.2,0.0,-1.0,-0.40000000000000013,0.0,-1.0,-40.0,-3.0,1,1,5,2.3299999999999983,4,0,-0.27,Goodison Park,W
2022-2023,2022-11-06,west-ham,palace,1.9,3.4,4.2,P Tierney,Sun,1,-5,5.400000000000002,1.7999999999999998,2.6000000000000005,-5.6000000000000005,-2.0,0.0,0.19999999999999996,-0.19999999999999996,2.0,0.0,0.20000000000000007,-1.0,-0.6000000000000001,-20.0,-1.0,-20.0,-1.0,3,4,4,3.6599999999999966,-5,0,-2.3000000000000003,London Stadium,L
2022-2023,2022-11-12,nottingham,palace,3.1,3.1,2.45,J Brooks,Sat,1,0,-3.0,0.3999999999999999,-1.5999999999999996,-0.3999999999999986,-1.0,0.0,-0.4,0.6000000000000001,-5.0,-0.2,-0.19999999999999996,0.0,-1.0,-40.0,-2.0,-20.0,-1.0,-3,-3,1,-1.6700000000000017,11,1,0.6499999999999999,City Ground,W
2022-2023,2022-12-31,bournemouth,palace,2.8,3.3,2.5,A Marriner,Sat,1,-1,-0.5999999999999996,3.0,-1.3999999999999995,-1.200000000000001,-1.0,-0.4,1.0,0.6000000000000001,2.0,0.6,0.20000000000000007,2.0,-0.6,-20.0,0.0,-20.0,0.0,-3,-2,-2,-2.3400000000000034,10,1,0.2999999999999998,Dean Court,L
2022-2023,2023-01-15,chelsea,palace,1.62,4.0,5.25,P Bankes,Sun,1,-5,-1.1999999999999993,1.0,-1.3999999999999995,0.7999999999999989,0.40000000000000013,-0.2,0.0,-0.8,4.0,0.0,-0.2,1.0,-0.3999999999999999,-20.0,0.0,0.0,0.0,7,10,8,8.329999999999998,-9,0,-3.63,Stamford Bridge,W
2022-2023,2023-02-04,united,palace,1.4,4.75,8.0,A Marriner,Sat,0,-7,0.5999999999999996,0.5999999999999996,-2.2,-0.5999999999999996,-0.3999999999999999,0.0,1.2000000000000002,-0.19999999999999996,7.0,0.19999999999999996,0.0,1.0,1.0,40.0,0.0,20.0,-2.0,4,6,6,5.329999999999998,-6,0,-6.6,Old Trafford,W
2022-2023,2023-02-18,brentford,palace,1.83,3.5,4.5,P Tierney,Sat,0,0,1.799999999999999,0.3999999999999999,0.20000000000000018,-2.1999999999999993,-1.8000000000000003,0.0,1.2000000000000002,-0.6,9.0,1.0,-0.4,7.0,1.6,60.0,0.0,40.0,9.0,-1,-2,0,-1.0,1,0,-2.67,Brentford Community Stadium,D
2022-2023,2023-03-04,aston-villa,palace,2.05,3.3,3.8,C Pawson,Sat,0,0,3.8000000000000007,2.4000000000000004,0.0,1.4000000000000004,-1.4,0.0,1.0,1.4000000000000001,-2.0,0.8,1.2,-2.0,0.3999999999999999,40.0,1.0,-40.0,-2.0,3,3,1,2.3400000000000034,2,0,-1.75,Villa Park,W
2022-2023,2023-03-15,brighton,palace,1.44,4.2,8.0,P Bankes,Wed,-2,0,12.599999999999998,5.2,3.8000000000000003,-1.0,-1.6,-0.2,1.2000000000000002,0.0,6.0,0.4,0.0,2.0,1.0,40.0,0.0,20.0,2.0,1,0,-2,-0.3299999999999983,-3,0,-6.5600000000000005,Falmer Stadium,W
2022-2023,2023-03-19,arsenal,palace,1.25,5.5,15.0,S Attwell,Sun,0,-1,11.399999999999999,4.199999999999999,5.2,-6.800000000000001,-1.6,-0.2,2.8,0.0,14.0,1.2,0.19999999999999996,5.0,2.6,100.0,5.0,60.0,5.0,4,7,4,5.0,-7,0,-13.75,Emirates Stadium,W
2022-2023,2023-04-09,leeds,palace,2.1,3.4,3.6,S Hooper,Sun,0,-3,1.0,1.0,1.0,-3.5999999999999996,-0.40000000000000013,-0.2,1.2000000000000002,0.3999999999999999,4.0,0.8,-0.20000000000000007,5.0,0.7999999999999999,20.0,0.0,40.0,0.0,-1,0,0,-0.3299999999999983,5,0,-1.5,Elland Road,L
2022-2023,2023-04-15,southampton,palace,2.8,3.1,2.7,M Oliver,Sat,0,1,-2.8000000000000007,-1.5999999999999996,0.0,-1.5999999999999996,-1.0,0.0,-0.8,0.3999999999999999,-6.0,-0.2,0.0,-1.0,-0.7999999999999999,-40.0,-2.0,0.0,-2.0,0,-4,-1,-1.6599999999999966,3,0,0.09999999999999964,St Mary's Stadium,L
2022-2023,2023-04-25,wolves,palace,2.45,3.2,3.0,R Jones,Tue,0,0,-1.799999999999999,0.0,0.0,3.0,1.4,0.2,-0.6000000000000001,0.19999999999999996,-4.0,0.39999999999999997,0.0,2.0,-0.6000000000000001,-20.0,0.0,-20.0,-4.0,-2,4,1,1.0,-2,0,-0.5499999999999998,Molineux Stadium,W
2022-2023,2023-05-06,tottenham,palace,1.8,3.8,4.2,D Madley,Sat,0,-1,1.0,1.1999999999999993,-2.1999999999999993,-1.1999999999999993,0.3999999999999999,0.0,-0.20000000000000018,2.0,-11.0,-0.20000000000000007,1.5999999999999999,-9.0,-1.2,-40.0,-1.0,-40.0,-1.0,3,5,7,5.0,-8,0,-2.4000000000000004,Tottenham Hotspur Stadium,W
2022-2023,2023-05-20,fulham,palace,2.45,3.4,2.9,J Smith,Sat,0,0,-5.199999999999999,-0.7999999999999998,-4.6000000000000005,1.1999999999999993,-1.6,0.0,0.40000000000000013,0.19999999999999996,1.0,0.0,0.0,0.0,-0.19999999999999996,0.0,1.0,-20.0,1.0,-2,0,0,-0.6599999999999966,9,1,-0.44999999999999973,Craven Cottage,D
