Date,Comp,Day,Venue,Result,GF,GA,Opponent,Poss,team,Match Number
2016-03-15,Champions Lg,Tue,Home,D,0,0,ua Dynamo Kyiv,46.0,city,
2016-03-20,Premier League,Sun,Home,L,0,1,Manchester Utd,55.0,city,30.0
2016-04-02,Premier League,Sat,Away,W,4,0,Bournemouth,54.0,city,31.0
2016-04-06,Champions Lg,Wed,Away,D,2,2,fr Paris S-G,36.0,city,
2016-04-09,Premier League,Sat,Home,W,2,1,West Brom,62.0,city,32.0
2016-04-12,Champions Lg,Tue,Home,W,1,0,fr Paris S-G,38.0,city,
2016-04-16,Premier League,Sat,Away,W,3,0,Chelsea,48.0,city,33.0
2016-04-19,Premier League,Tue,Away,D,1,1,Newcastle Utd,57.0,city,34.0
2016-04-23,Premier League,Sat,Home,W,4,0,Stoke City,53.0,city,35.0
2016-04-26,Champions Lg,Tue,Home,D,0,0,es Real Madrid,48.0,city,
2016-05-01,Premier League,Sun,Away,L,2,4,Southampton,60.0,city,36.0
2016-05-04,Champions Lg,Wed,Away,L,0,1,es Real Madrid,47.0,city,
2016-05-08,Premier League,Sun,Home,D,2,2,Arsenal,57.0,city,37.0
2016-05-15,Premier League,Sun,Away,D,1,1,Swansea City,50.0,city,38.0
2015-08-08,Premier League,Sat,Home,D,2,2,Watford,67.0,everton,1.0
2015-08-15,Premier League,Sat,Away,W,3,0,Southampton,46.0,everton,2.0
2015-08-23,Premier League,Sun,Home,L,0,2,Manchester City,46.0,everton,3.0
2015-08-26,League Cup,Wed,Away,W,5,3,Barnsley,,everton,
2015-08-29,Premier League,Sat,Away,D,0,0,Tottenham,50.0,everton,4.0
2015-09-12,Premier League,Sat,Home,W,3,1,Chelsea,39.0,everton,5.0
2015-09-19,Premier League,Sat,Away,D,0,0,Swansea City,52.0,everton,6.0
2015-09-22,League Cup,Tue,Away,W,2,1,Reading,,everton,
2015-09-28,Premier League,Mon,Away,W,3,2,West Brom,54.0,everton,7.0
2015-10-04,Premier League,Sun,Home,D,1,1,Liverpool,51.0,everton,8.0
2015-10-17,Premier League,Sat,Home,L,0,3,Manchester Utd,47.0,everton,9.0
2015-10-24,Premier League,Sat,Away,L,1,2,Arsenal,44.0,everton,10.0
2015-10-27,League Cup,Tue,Home,D,1 (4),1 (3),Norwich City,,everton,
2015-11-01,Premier League,Sun,Home,W,6,2,Sunderland,67.0,everton,11.0
2015-11-07,Premier League,Sat,Away,D,1,1,West Ham,49.0,everton,12.0
2015-11-21,Premier League,Sat,Home,W,4,0,Aston Villa,60.0,everton,13.0
2015-11-28,Premier League,Sat,Away,D,3,3,Bournemouth,43.0,everton,14.0
2015-12-01,League Cup,Tue,Away,W,2,0,Middlesbrough,,everton,
2015-12-07,Premier League,Mon,Home,D,1,1,Crystal Palace,62.0,everton,15.0
2015-12-12,Premier League,Sat,Away,D,1,1,Norwich City,59.0,everton,16.0
2015-12-19,Premier League,Sat,Home,L,2,3,Leicester City,67.0,everton,17.0
2015-12-26,Premier League,Sat,Away,W,1,0,Newcastle Utd,59.0,everton,18.0
2015-12-28,Premier League,Mon,Home,L,3,4,Stoke City,51.0,everton,19.0
2016-01-03,Premier League,Sun,Home,D,1,1,Tottenham,41.0,everton,20.0
2016-01-06,League Cup,Wed,Home,W,2,1,Manchester City,,everton,
2016-01-09,FA Cup,Sat,Home,W,2,0,Dag & Red,,everton,
2016-01-13,Premier League,Wed,Away,D,0,0,Manchester City,45.0,everton,21.0
2016-01-16,Premier League,Sat,Away,D,3,3,Chelsea,45.0,everton,22.0
2016-01-24,Premier League,Sun,Home,L,1,2,Swansea City,60.0,everton,23.0
2016-01-27,League Cup,Wed,Away,L,1,3,Manchester City,,everton,
2016-01-31,FA Cup,Sun,Away,W,3,0,Carlisle United,,everton,
2016-02-03,Premier League,Wed,Home,W,3,0,Newcastle Utd,56.0,everton,24.0
2016-02-06,Premier League,Sat,Away,W,3,0,Stoke City,35.0,everton,25.0
2016-02-13,Premier League,Sat,Home,L,0,1,West Brom,76.0,everton,26.0
2016-02-20,FA Cup,Sat,Away,W,2,0,Bournemouth,,everton,
2016-03-01,Premier League,Tue,Away,W,3,1,Aston Villa,53.0,everton,27.0
2016-03-05,Premier League,Sat,Home,L,2,3,West Ham,42.0,everton,28.0
2016-03-12,FA Cup,Sat,Home,W,2,0,Chelsea,,everton,
2016-03-19,Premier League,Sat,Home,L,0,2,Arsenal,54.0,everton,29.0
2016-04-03,Premier League,Sun,Away,L,0,1,Manchester Utd,46.0,everton,30.0
2016-04-09,Premier League,Sat,Away,D,1,1,Watford,58.0,everton,31.0
2016-04-13,Premier League,Wed,Away,D,0,0,Crystal Palace,43.0,everton,32.0
2016-04-16,Premier League,Sat,Home,D,1,1,Southampton,49.0,everton,33.0
2016-04-20,Premier League,Wed,Away,L,0,4,Liverpool,33.0,everton,34.0
2016-04-23,FA Cup,Sat,Home,L,1,2,Manchester Utd,,everton,
2016-04-30,Premier League,Sat,Home,W,2,1,Bournemouth,57.0,everton,35.0
2016-05-07,Premier League,Sat,Away,L,1,3,Leicester City,59.0,everton,36.0
2016-05-11,Premier League,Wed,Away,L,0,3,Sunderland,62.0,everton,37.0
2016-05-15,Premier League,Sun,Home,W,3,0,Norwich City,45.0,everton,38.0
2015-08-08,Premier League,Sat,Home,W,4,2,Sunderland,44.0,leicester,1.0
2015-08-15,Premier League,Sat,Away,W,2,1,West Ham,30.0,leicester,2.0
2015-08-22,Premier League,Sat,Home,D,1,1,Tottenham,35.0,leicester,3.0
2015-08-25,League Cup,Tue,Away,W,4,1,Bury,,leicester,
2015-08-29,Premier League,Sat,Away,D,1,1,Bournemouth,44.0,leicester,4.0
2015-09-13,Premier League,Sun,Home,W,3,2,Aston Villa,49.0,leicester,5.0
2015-09-19,Premier League,Sat,Away,D,2,2,Stoke City,46.0,leicester,6.0
2015-09-22,League Cup,Tue,Home,W,2,1,West Ham,,leicester,
2015-09-26,Premier League,Sat,Home,L,2,5,Arsenal,42.0,leicester,7.0
2015-10-03,Premier League,Sat,Away,W,2,1,Norwich City,34.0,leicester,8.0
2015-10-17,Premier League,Sat,Away,D,2,2,Southampton,49.0,leicester,9.0
2015-10-24,Premier League,Sat,Home,W,1,0,Crystal Palace,48.0,leicester,10.0
2015-10-27,League Cup,Tue,Away,D,1 (4),1 (5),Hull City,,leicester,
2015-10-31,Premier League,Sat,Away,W,3,2,West Brom,52.0,leicester,11.0
2015-11-07,Premier League,Sat,Home,W,2,1,Watford,41.0,leicester,12.0
2015-11-21,Premier League,Sat,Away,W,3,0,Newcastle Utd,46.0,leicester,13.0
2015-11-28,Premier League,Sat,Home,D,1,1,Manchester Utd,31.0,leicester,14.0
2015-12-05,Premier League,Sat,Away,W,3,0,Swansea City,41.0,leicester,15.0
2015-12-14,Premier League,Mon,Home,W,2,1,Chelsea,34.0,leicester,16.0
2015-12-19,Premier League,Sat,Away,W,3,2,Everton,33.0,leicester,17.0
2015-12-26,Premier League,Sat,Away,L,0,1,Liverpool,35.0,leicester,18.0
2015-12-29,Premier League,Tue,Home,D,0,0,Manchester City,39.0,leicester,19.0
2016-01-02,Premier League,Sat,Home,D,0,0,Bournemouth,54.0,leicester,20.0
2016-01-10,FA Cup,Sun,Away,D,2,2,Tottenham,,leicester,
2016-01-13,Premier League,Wed,Away,W,1,0,Tottenham,38.0,leicester,21.0
2016-01-16,Premier League,Sat,Away,D,1,1,Aston Villa,44.0,leicester,22.0
2016-01-20,FA Cup,Wed,Home,L,0,2,Tottenham,,leicester,
2016-01-23,Premier League,Sat,Home,W,3,0,Stoke City,45.0,leicester,23.0
2016-02-02,Premier League,Tue,Home,W,2,0,Liverpool,36.0,leicester,24.0
2016-02-06,Premier League,Sat,Away,W,3,1,Manchester City,34.0,leicester,25.0
2016-02-14,Premier League,Sun,Away,L,1,2,Arsenal,28.0,leicester,26.0
2016-02-27,Premier League,Sat,Home,W,1,0,Norwich City,58.0,leicester,27.0
2016-03-01,Premier League,Tue,Home,D,2,2,West Brom,65.0,leicester,28.0
2016-03-05,Premier League,Sat,Away,W,1,0,Watford,50.0,leicester,29.0
2016-03-14,Premier League,Mon,Home,W,1,0,Newcastle Utd,50.0,leicester,30.0
2016-03-19,Premier League,Sat,Away,W,1,0,Crystal Palace,44.0,leicester,31.0
2016-04-03,Premier League,Sun,Home,W,1,0,Southampton,46.0,leicester,32.0
2016-04-10,Premier League,Sun,Away,W,2,0,Sunderland,55.0,leicester,33.0
2016-04-17,Premier League,Sun,Home,D,2,2,West Ham,44.0,leicester,34.0
2016-04-24,Premier League,Sun,Home,W,4,0,Swansea City,38.0,leicester,35.0
2016-05-01,Premier League,Sun,Away,D,1,1,Manchester Utd,30.0,leicester,36.0
2016-05-07,Premier League,Sat,Home,W,3,1,Everton,41.0,leicester,37.0
2016-05-15,Premier League,Sun,Away,D,1,1,Chelsea,46.0,leicester,38.0
2015-08-09,Premier League,Sun,Away,W,1,0,Stoke City,53.0,liverpool,1.0
2015-08-17,Premier League,Mon,Home,W,1,0,Bournemouth,55.0,liverpool,2.0
2015-08-24,Premier League,Mon,Away,D,0,0,Arsenal,34.0,liverpool,3.0
2015-08-29,Premier League,Sat,Home,L,0,3,West Ham,63.0,liverpool,4.0
2015-09-12,Premier League,Sat,Away,L,1,3,Manchester Utd,44.0,liverpool,5.0
2015-09-17,Europa Lg,Thu,Away,D,1,1,fr Bordeaux,51.0,liverpool,
2015-09-20,Premier League,Sun,Home,D,1,1,Norwich City,59.0,liverpool,6.0
2015-09-23,League Cup,Wed,Home,D,1 (3),1 (2),Carlisle United,,liverpool,
2015-09-26,Premier League,Sat,Home,W,3,2,Aston Villa,62.0,liverpool,7.0
2015-10-01,Europa Lg,Thu,Home,D,1,1,ch Sion,61.0,liverpool,
2015-10-04,Premier League,Sun,Away,D,1,1,Everton,49.0,liverpool,8.0
2015-10-17,Premier League,Sat,Away,D,0,0,Tottenham,52.0,liverpool,9.0
2015-10-22,Europa Lg,Thu,Home,D,1,1,ru Rubin Kazan,67.0,liverpool,
2015-10-25,Premier League,Sun,Home,D,1,1,Southampton,60.0,liverpool,10.0
2015-10-28,League Cup,Wed,Home,W,1,0,Bournemouth,,liverpool,
2015-10-31,Premier League,Sat,Away,W,3,1,Chelsea,57.0,liverpool,11.0
2015-11-05,Europa Lg,Thu,Away,W,1,0,ru Rubin Kazan,64.0,liverpool,
2015-11-08,Premier League,Sun,Home,L,1,2,Crystal Palace,64.0,liverpool,12.0
2015-11-21,Premier League,Sat,Away,W,4,1,Manchester City,42.0,liverpool,13.0
2015-11-26,Europa Lg,Thu,Home,W,2,1,fr Bordeaux,47.0,liverpool,
2015-11-29,Premier League,Sun,Home,W,1,0,Swansea City,54.0,liverpool,14.0
2015-12-02,League Cup,Wed,Away,W,6,1,Southampton,,liverpool,
2015-12-06,Premier League,Sun,Away,L,0,2,Newcastle Utd,60.0,liverpool,15.0
2015-12-10,Europa Lg,Thu,Away,D,0,0,ch Sion,61.0,liverpool,
2015-12-13,Premier League,Sun,Home,D,2,2,West Brom,70.0,liverpool,16.0
2015-12-20,Premier League,Sun,Away,L,0,3,Watford,65.0,liverpool,17.0
2015-12-26,Premier League,Sat,Home,W,1,0,Leicester City,65.0,liverpool,18.0
2015-12-30,Premier League,Wed,Away,W,1,0,Sunderland,58.0,liverpool,19.0
2016-01-02,Premier League,Sat,Away,L,0,2,West Ham,64.0,liverpool,20.0
2016-01-05,League Cup,Tue,Away,W,1,0,Stoke City,,liverpool,
2016-01-08,FA Cup,Fri,Away,D,2,2,Exeter City,,liverpool,
2016-01-13,Premier League,Wed,Home,D,3,3,Arsenal,60.0,liverpool,21.0
2016-01-17,Premier League,Sun,Home,L,0,1,Manchester Utd,53.0,liverpool,22.0
2016-01-20,FA Cup,Wed,Home,W,3,0,Exeter City,,liverpool,
2016-01-23,Premier League,Sat,Away,W,5,4,Norwich City,52.0,liverpool,23.0
2016-01-26,League Cup,Tue,Home,D,0 (6),1 (5),Stoke City,,liverpool,
2016-01-30,FA Cup,Sat,Home,D,0,0,West Ham,,liverpool,
2016-02-02,Premier League,Tue,Away,L,0,2,Leicester City,64.0,liverpool,24.0
2016-02-06,Premier League,Sat,Home,D,2,2,Sunderland,71.0,liverpool,25.0
2016-02-09,FA Cup,Tue,Away,L,1,2,West Ham,,liverpool,
2016-02-14,Premier League,Sun,Away,W,6,0,Aston Villa,61.0,liverpool,26.0
2016-02-18,Europa Lg,Thu,Away,D,0,0,de Augsburg,52.0,liverpool,
2016-02-25,Europa Lg,Thu,Home,W,1,0,de Augsburg,57.0,liverpool,
2016-02-28,League Cup,Sun,Home,D,1 (1),1 (3),Manchester City,,liverpool,
2016-03-02,Premier League,Wed,Home,W,3,0,Manchester City,50.0,liverpool,27.0
2016-03-06,Premier League,Sun,Away,W,2,1,Crystal Palace,62.0,liverpool,28.0
2016-03-10,Europa Lg,Thu,Home,W,2,0,eng Manchester Utd,60.0,liverpool,
2016-03-17,Europa Lg,Thu,Away,D,1,1,eng Manchester Utd,42.0,liverpool,
2016-03-20,Premier League,Sun,Away,L,2,3,Southampton,51.0,liverpool,29.0
2016-04-02,Premier League,Sat,Home,D,1,1,Tottenham,42.0,liverpool,30.0
2016-04-07,Europa Lg,Thu,Away,D,1,1,de Dortmund,41.0,liverpool,
2016-04-10,Premier League,Sun,Home,W,4,1,Stoke City,53.0,liverpool,31.0
2016-04-14,Europa Lg,Thu,Home,W,4,3,de Dortmund,59.0,liverpool,
2016-04-17,Premier League,Sun,Away,W,2,1,Bournemouth,49.0,liverpool,32.0
2016-04-20,Premier League,Wed,Home,W,4,0,Everton,67.0,liverpool,33.0
2016-04-23,Premier League,Sat,Home,D,2,2,Newcastle Utd,67.0,liverpool,34.0
2016-04-28,Europa Lg,Thu,Away,L,0,1,es Villarreal,48.0,liverpool,
2016-05-01,Premier League,Sun,Away,L,1,3,Swansea City,52.0,liverpool,35.0
2016-05-05,Europa Lg,Thu,Home,W,3,0,es Villarreal,57.0,liverpool,
2016-05-08,Premier League,Sun,Home,W,2,0,Watford,66.0,liverpool,36.0
2016-05-11,Premier League,Wed,Home,D,1,1,Chelsea,55.0,liverpool,37.0
2016-05-15,Premier League,Sun,Away,D,1,1,West Brom,67.0,liverpool,38.0
2016-05-18,Europa Lg,Wed,Home,L,1,3,es Sevilla,54.0,liverpool,
2015-08-09,Premier League,Sun,Home,D,2,2,Southampton,56.0,newcastle,1.0
2015-08-15,Premier League,Sat,Away,L,0,2,Swansea City,34.0,newcastle,2.0
2015-08-22,Premier League,Sat,Away,D,0,0,Manchester Utd,31.0,newcastle,3.0
2015-08-25,League Cup,Tue,Home,W,4,1,Northampton,,newcastle,
2015-08-29,Premier League,Sat,Home,L,0,1,Arsenal,26.0,newcastle,4.0
2015-09-14,Premier League,Mon,Away,L,0,2,West Ham,61.0,newcastle,5.0
2015-09-19,Premier League,Sat,Home,L,1,2,Watford,58.0,newcastle,6.0
2015-09-23,League Cup,Wed,Home,L,0,1,Sheffield Weds,,newcastle,
2015-09-26,Premier League,Sat,Home,D,2,2,Chelsea,36.0,newcastle,7.0
2015-10-03,Premier League,Sat,Away,L,1,6,Manchester City,36.0,newcastle,8.0
2015-10-18,Premier League,Sun,Home,W,6,2,Norwich City,44.0,newcastle,9.0
2015-10-25,Premier League,Sun,Away,L,0,3,Sunderland,60.0,newcastle,10.0
2015-10-31,Premier League,Sat,Home,D,0,0,Stoke City,52.0,newcastle,11.0
2015-11-07,Premier League,Sat,Away,W,1,0,Bournemouth,33.0,newcastle,12.0
2015-11-21,Premier League,Sat,Home,L,0,3,Leicester City,54.0,newcastle,13.0
2015-11-28,Premier League,Sat,Away,L,1,5,Crystal Palace,46.0,newcastle,14.0
2015-12-06,Premier League,Sun,Home,W,2,0,Liverpool,40.0,newcastle,15.0
2015-12-13,Premier League,Sun,Away,W,2,1,Tottenham,42.0,newcastle,16.0
2015-12-19,Premier League,Sat,Home,D,1,1,Aston Villa,47.0,newcastle,17.0
2015-12-26,Premier League,Sat,Home,L,0,1,Everton,41.0,newcastle,18.0
2015-12-28,Premier League,Mon,Away,L,0,1,West Brom,48.0,newcastle,19.0
2016-01-02,Premier League,Sat,Away,L,0,1,Arsenal,49.0,newcastle,20.0
2016-01-09,FA Cup,Sat,Away,L,0,1,Watford,,newcastle,
2016-01-12,Premier League,Tue,Home,D,3,3,Manchester Utd,54.0,newcastle,21.0
2016-01-16,Premier League,Sat,Home,W,2,1,West Ham,51.0,newcastle,22.0
2016-01-23,Premier League,Sat,Away,L,1,2,Watford,49.0,newcastle,23.0
2016-02-03,Premier League,Wed,Away,L,0,3,Everton,44.0,newcastle,24.0
2016-02-06,Premier League,Sat,Home,W,1,0,West Brom,69.0,newcastle,25.0
2016-02-13,Premier League,Sat,Away,L,1,5,Chelsea,45.0,newcastle,26.0
2016-03-02,Premier League,Wed,Away,L,0,1,Stoke City,45.0,newcastle,27.0
2016-03-05,Premier League,Sat,Home,L,1,3,Bournemouth,49.0,newcastle,28.0
2016-03-14,Premier League,Mon,Away,L,0,1,Leicester City,50.0,newcastle,29.0
2016-03-20,Premier League,Sun,Home,D,1,1,Sunderland,60.0,newcastle,30.0
2016-04-02,Premier League,Sat,Away,L,2,3,Norwich City,57.0,newcastle,31.0
2016-04-09,Premier League,Sat,Away,L,1,3,Southampton,49.0,newcastle,32.0
2016-04-16,Premier League,Sat,Home,W,3,0,Swansea City,35.0,newcastle,33.0
2016-04-19,Premier League,Tue,Home,D,1,1,Manchester City,43.0,newcastle,34.0
2016-04-23,Premier League,Sat,Away,D,2,2,Liverpool,33.0,newcastle,35.0
2016-04-30,Premier League,Sat,Home,W,1,0,Crystal Palace,50.0,newcastle,36.0
2016-05-07,Premier League,Sat,Away,D,0,0,Aston Villa,54.0,newcastle,37.0
2016-05-15,Premier League,Sun,Home,W,5,1,Tottenham,39.0,newcastle,38.0
2015-08-08,Premier League,Sat,Home,L,1,3,Crystal Palace,63.0,norwich,1.0
2015-08-15,Premier League,Sat,Away,W,3,1,Sunderland,56.0,norwich,2.0
2015-08-22,Premier League,Sat,Home,D,1,1,Stoke City,43.0,norwich,3.0
2015-08-25,League Cup,Tue,Away,W,2,1,Rotherham Utd,,norwich,
2015-08-30,Premier League,Sun,Away,L,0,3,Southampton,39.0,norwich,4.0
2015-09-12,Premier League,Sat,Home,W,3,1,Bournemouth,48.0,norwich,5.0
2015-09-20,Premier League,Sun,Away,D,1,1,Liverpool,41.0,norwich,6.0
2015-09-23,League Cup,Wed,Home,W,3,0,West Brom,,norwich,
2015-09-26,Premier League,Sat,Away,D,2,2,West Ham,57.0,norwich,7.0
2015-10-03,Premier League,Sat,Home,L,1,2,Leicester City,66.0,norwich,8.0
2015-10-18,Premier League,Sun,Away,L,2,6,Newcastle Utd,56.0,norwich,9.0
2015-10-24,Premier League,Sat,Home,L,0,1,West Brom,61.0,norwich,10.0
2015-10-27,League Cup,Tue,Away,D,1 (3),1 (4),Everton,,norwich,
2015-10-31,Premier League,Sat,Away,L,1,2,Manchester City,29.0,norwich,11.0
2015-11-07,Premier League,Sat,Home,W,1,0,Swansea City,33.0,norwich,12.0
2015-11-21,Premier League,Sat,Away,L,0,1,Chelsea,36.0,norwich,13.0
2015-11-29,Premier League,Sun,Home,D,1,1,Arsenal,37.0,norwich,14.0
2015-12-05,Premier League,Sat,Away,L,0,2,Watford,50.0,norwich,15.0
2015-12-12,Premier League,Sat,Home,D,1,1,Everton,41.0,norwich,16.0
2015-12-19,Premier League,Sat,Away,W,2,1,Manchester Utd,31.0,norwich,17.0
2015-12-26,Premier League,Sat,Away,L,0,3,Tottenham,40.0,norwich,18.0
2015-12-28,Premier League,Mon,Home,W,2,0,Aston Villa,48.0,norwich,19.0
2016-01-02,Premier League,Sat,Home,W,1,0,Southampton,42.0,norwich,20.0
2016-01-09,FA Cup,Sat,Home,L,0,3,Manchester City,,norwich,
2016-01-13,Premier League,Wed,Away,L,1,3,Stoke City,36.0,norwich,21.0
2016-01-16,Premier League,Sat,Away,L,0,3,Bournemouth,55.0,norwich,22.0
2016-01-23,Premier League,Sat,Home,L,4,5,Liverpool,48.0,norwich,23.0
2016-02-02,Premier League,Tue,Home,L,0,3,Tottenham,46.0,norwich,24.0
2016-02-06,Premier League,Sat,Away,L,0,2,Aston Villa,52.0,norwich,25.0
2016-02-13,Premier League,Sat,Home,D,2,2,West Ham,48.0,norwich,26.0
2016-02-27,Premier League,Sat,Away,L,0,1,Leicester City,42.0,norwich,27.0
