Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2019-08-11,16:30 (23:30),Premier League,Matchweek 1,Sun,Home,W,4,0,Chelsea,2.2,1.0,46,73620,David de Gea,4-2-3-1,Anthony Taylor,Match Report,
2019-08-19,20:00 (03:00),Premier League,Matchweek 2,Mon,Away,D,1,1,Wolves,1.2,0.3,65,31314,David de Gea,4-2-3-1,Jonathan Moss,Match Report,
2019-08-24,15:00 (22:00),Premier League,Matchweek 3,Sat,Home,L,1,2,Crystal Palace,2.5,1.1,71,73454,David de Gea,4-2-3-1,Paul Tierney,Match Report,
2019-08-31,12:30 (19:30),Premier League,Matchweek 4,Sat,Away,D,1,1,Southampton,1.5,0.9,59,30499,Ashley Young,4-2-3-1,Mike Dean,Match Report,
2019-09-14,15:00 (22:00),Premier League,Matchweek 5,Sat,Home,W,1,0,Leicester City,1.2,0.6,42,73689,Ashley Young,4-2-3-1,Martin Atkinson,Match Report,
2019-09-19,20:00 (03:00),Europa Lg,Group stage,Thu,Home,W,1,0,kz Astana FK,2.8,0.3,73,50783,Nemanja Matić,4-2-3-1,François Letexier,Match Report,
2019-09-22,14:00 (21:00),Premier League,Matchweek 6,Sun,Away,L,0,2,West Ham,0.9,0.4,53,59936,Ashley Young,4-2-3-1,Anthony Taylor,Match Report,
2019-09-25,20:00 (03:00),EFL Cup,Third round,Wed,Home,D,1 (5),1 (3),Rochdale,,,65,58313,Axel Tuanzebe,4-2-3-1,John Brooks,Match Report,Manchester Utd won on penalty kicks following extra time
2019-09-30,20:00 (03:00),Premier League,Matchweek 7,Mon,Home,D,1,1,Arsenal,0.9,1.9,55,73201,Ashley Young,4-2-3-1,Kevin Friend,Match Report,
2019-10-03,18:55 (00:55),Europa Lg,Group stage,Thu,Away,D,0,0,nl AZ Alkmaar,0.7,1.0,48,13863,David de Gea,4-2-3-1,Gediminas Mažeika,Match Report,
2019-10-06,16:30 (23:30),Premier League,Matchweek 8,Sun,Away,L,0,1,Newcastle Utd,0.9,0.8,68,51198,Ashley Young,4-2-3-1,Mike Dean,Match Report,
2019-10-20,16:30 (23:30),Premier League,Matchweek 9,Sun,Home,D,1,1,Liverpool,0.7,1.2,34,73737,Ashley Young,3-4-1-2,Martin Atkinson,Match Report,
2019-10-24,18:55 (00:55),Europa Lg,Group stage,Thu,Away,W,1,0,rs Partizan,1.4,0.6,59,25627,Harry Maguire,3-4-3,Javier Estrada,Match Report,
2019-10-27,16:30 (00:30),Premier League,Matchweek 10,Sun,Away,W,3,1,Norwich City,4.2,1.0,54,27108,Ashley Young,4-2-3-1,Stuart Attwell,Match Report,
2019-10-30,20:05 (04:05),EFL Cup,Fourth round,Wed,Away,W,2,1,Chelsea,,,35,38645,Harry Maguire,3-4-1-2,Paul Tierney,Match Report,
2019-11-02,12:30 (20:30),Premier League,Matchweek 11,Sat,Away,L,0,1,Bournemouth,0.8,1.9,57,10669,Ashley Young,4-2-3-1,Chris Kavanagh,Match Report,
2019-11-07,20:00 (04:00),Europa Lg,Group stage,Thu,Home,W,3,0,rs Partizan,3.0,0.1,63,62955,Ashley Young,4-2-3-1,Mattias Gestranius,Match Report,
2019-11-10,14:00 (22:00),Premier League,Matchweek 12,Sun,Home,W,3,1,Brighton,3.6,0.8,42,73556,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,
2019-11-24,16:30 (00:30),Premier League,Matchweek 13,Sun,Away,D,3,3,Sheffield Utd,1.3,1.3,59,32024,Harry Maguire,3-4-3,Andre Marriner,Match Report,
2019-11-28,21:50 (23:50),Europa Lg,Group stage,Thu,Away,L,1,2,kz Astana FK,1.5,1.4,65,28949,Jesse Lingard,4-2-3-1,Donatas Rumšas,Match Report,
2019-12-01,16:30 (00:30),Premier League,Matchweek 14,Sun,Home,D,2,2,Aston Villa,1.7,1.2,62,73381,Harry Maguire,4-2-3-1,Craig Pawson,Match Report,
2019-12-04,19:30 (03:30),Premier League,Matchweek 15,Wed,Home,W,2,1,Tottenham,1.4,0.9,47,73252,Ashley Young,4-2-3-1,Paul Tierney,Match Report,
2019-12-07,17:30 (01:30),Premier League,Matchweek 16,Sat,Away,W,2,1,Manchester City,1.4,2.2,28,54403,Harry Maguire,4-2-3-1,Anthony Taylor,Match Report,
2019-12-12,20:00 (04:00),Europa Lg,Group stage,Thu,Home,W,4,0,nl AZ Alkmaar,1.6,0.9,50,65773,Ashley Young,4-2-3-1,Sandro Schärer,Match Report,
2019-12-15,14:00 (22:00),Premier League,Matchweek 17,Sun,Home,D,1,1,Everton,1.4,0.3,66,63328,Harry Maguire,4-2-3-1,Michael Oliver,Match Report,
2019-12-18,20:00 (04:00),EFL Cup,Quarter-finals,Wed,Home,W,3,0,Colchester Utd,,,74,57559,Ashley Young,4-2-3-1,David Coote,Match Report,
2019-12-22,14:00 (22:00),Premier League,Matchweek 18,Sun,Away,L,0,2,Watford,1.8,1.5,63,21488,Harry Maguire,4-2-3-1,Lee Mason,Match Report,
2019-12-26,17:30 (01:30),Premier League,Matchweek 19,Thu,Home,W,4,1,Newcastle Utd,1.9,0.8,72,73206,Harry Maguire,4-2-3-1,Kevin Friend,Match Report,
2019-12-28,19:45 (03:45),Premier League,Matchweek 20,Sat,Away,W,2,0,Burnley,2.2,0.5,61,21924,Ashley Young,4-2-3-1,Mike Dean,Match Report,
2020-01-01,20:00 (04:00),Premier League,Matchweek 21,Wed,Away,L,0,2,Arsenal,0.7,1.5,51,60328,Harry Maguire,4-2-3-1,Chris Kavanagh,Match Report,
2020-01-04,17:31 (01:31),FA Cup,Third round,Sat,Away,D,0,0,Wolves,,,51,31381,Ashley Young,4-2-3-1,Paul Tierney,Match Report,
2020-01-07,20:00 (04:00),EFL Cup,Semi-finals,Tue,Home,L,1,3,Manchester City,,,43,69023,Marcus Rashford,4-2-3-1,Mike Dean,Match Report,Leg 1 of 2
2020-01-11,15:00 (23:00),Premier League,Matchweek 22,Sat,Home,W,4,0,Norwich City,2.9,0.3,60,73271,Harry Maguire,4-2-3-1,Anthony Taylor,Match Report,
2020-01-15,19:45 (03:45),FA Cup,Third round,Wed,Home,W,1,0,Wolves,,,57,67025,Harry Maguire,4-2-3-1,Kevin Friend,Match Report,
2020-01-19,16:30 (00:30),Premier League,Matchweek 23,Sun,Away,L,0,2,Liverpool,1.3,1.9,47,52916,Harry Maguire,3-4-1-2,Craig Pawson,Match Report,
2020-01-22,20:15 (04:15),Premier League,Matchweek 24,Wed,Home,L,0,2,Burnley,1.4,0.6,72,73198,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,
2020-01-26,15:00 (23:00),FA Cup,Fourth round,Sun,Away,W,6,0,Tranmere Rovers,,,72,13779,Harry Maguire,3-4-1-2,Lee Mason,Match Report,
2020-01-29,19:45 (03:45),EFL Cup,Semi-finals,Wed,Away,W,1,0,Manchester City,,,39,51000,Harry Maguire,3-4-1-2,Kevin Friend,Match Report,Leg 2 of 2; Manchester City won
2020-02-01,17:30 (01:30),Premier League,Matchweek 25,Sat,Home,D,0,0,Wolves,1.0,1.3,64,73363,Harry Maguire,4-2-3-1,Paul Tierney,Match Report,
2020-02-17,20:00 (04:00),Premier League,Matchweek 26,Mon,Away,W,2,0,Chelsea,0.6,0.9,39,40504,Harry Maguire,3-4-1-2,Anthony Taylor,Match Report,
2020-02-20,18:55 (01:55),Europa Lg,Round of 32,Thu,Away,D,1,1,be Club Brugge,1.2,1.4,59,27006,Harry Maguire,3-4-3,Aliaksei Kulbakou,Match Report,Leg 1 of 2
2020-02-23,14:00 (22:00),Premier League,Matchweek 27,Sun,Home,W,3,0,Watford,2.4,0.3,57,73347,Harry Maguire,4-2-3-1,Martin Atkinson,Match Report,
2020-02-27,20:00 (04:00),Europa Lg,Round of 32,Thu,Home,W,5,0,be Club Brugge,3.5,0.3,67,70397,Harry Maguire,4-2-3-1,Serdar Gözübüyük,Match Report,Leg 2 of 2; Manchester Utd won
2020-03-01,14:00 (22:00),Premier League,Matchweek 28,Sun,Away,D,1,1,Everton,1.1,2.1,56,39374,Harry Maguire,4-1-2-1-2◆,Chris Kavanagh,Match Report,
2020-03-05,19:45 (03:45),FA Cup,Fifth round,Thu,Away,W,3,0,Derby County,,,62,31379,Juan Mata,4-2-3-1,Craig Pawson,Match Report,
2020-03-08,16:30 (00:30),Premier League,Matchweek 29,Sun,Home,W,2,0,Manchester City,1.6,0.6,28,73288,Harry Maguire,3-4-1-2,Mike Dean,Match Report,
2020-03-12,18:55 (01:55),Europa Lg,Round of 16,Thu,Away,W,5,0,at LASK,3.0,0.5,56,,Harry Maguire,4-2-3-1,Artur Soares Dias,Match Report,Leg 1 of 2
2020-06-19,20:15 (03:15),Premier League,Matchweek 30,Fri,Away,D,1,1,Tottenham,1.7,0.4,61,,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,
2020-06-24,18:00 (01:00),Premier League,Matchweek 31,Wed,Home,W,3,0,Sheffield Utd,2.4,0.1,68,,Harry Maguire,4-2-3-1,Anthony Taylor,Match Report,
2020-06-27,17:30 (00:30),FA Cup,Quarter-finals,Sat,Away,W,2,1,Norwich City,,,66,,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,Required Extra Time
2020-06-30,20:15 (03:15),Premier League,Matchweek 32,Tue,Away,W,3,0,Brighton,1.0,0.4,62,,Harry Maguire,4-2-3-1,Andre Marriner,Match Report,
2020-07-04,15:00 (22:00),Premier League,Matchweek 33,Sat,Home,W,5,2,Bournemouth,2.5,1.8,68,,Harry Maguire,4-2-3-1,Mike Dean,Match Report,
2020-07-09,20:15 (03:15),Premier League,Matchweek 34,Thu,Away,W,3,0,Aston Villa,2.3,0.5,66,,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,
2020-07-13,20:00 (03:00),Premier League,Matchweek 35,Mon,Home,D,2,2,Southampton,1.5,1.6,48,,Harry Maguire,4-2-3-1,Chris Kavanagh,Match Report,
2020-07-16,20:15 (03:15),Premier League,Matchweek 36,Thu,Away,W,2,0,Crystal Palace,2.2,0.6,59,,Harry Maguire,4-2-3-1,Graham Scott,Match Report,
2020-07-19,18:00 (01:00),FA Cup,Semi-finals,Sun,Neutral,L,1,3,Chelsea,,,51,,Harry Maguire,3-4-1-2,Mike Dean,Match Report,
2020-07-22,18:00 (01:00),Premier League,Matchweek 37,Wed,Home,D,1,1,West Ham,0.6,1.5,57,,Harry Maguire,4-2-3-1,Paul Tierney,Match Report,
2020-07-26,16:00 (23:00),Premier League,Matchweek 38,Sun,Away,W,2,0,Leicester City,1.3,0.8,54,,Harry Maguire,4-2-3-1,Martin Atkinson,Match Report,
2020-08-05,20:00 (03:00),Europa Lg,Round of 16,Wed,Home,W,2,1,at LASK,1.5,1.0,63,,Harry Maguire,4-2-3-1,Anastasios Sidiropoulos,Match Report,Leg 2 of 2; Manchester Utd won
2020-08-10,21:00 (03:00),Europa Lg,Quarter-finals,Mon,Home,W,1,0,dk FC Copenhagen,3.0,0.6,56,,Harry Maguire,4-2-3-1,Clément Turpin,Match Report,Required Extra Time
2020-08-16,21:00 (03:00),Europa Lg,Semi-finals,Sun,Away,L,1,2,es Sevilla,2.4,1.2,47,,Harry Maguire,4-2-3-1,Felix Brych,Match Report,